,activateable,associateEntityType,associateParentEntity,createable,custom,customSetting,deepCloneable,deletable,deprecatedAndHidden,feedEnabled,hasSubtypes,isInterface,isSubtype,keyPrefix,label,labelPlural,layoutable,mergeable,mruEnabled,name,queryable,replicateable,retrieveable,searchable,triggerable,undeletable,updateable,urls
0,False,,,False,False,False,False,False,False,False,False,False,False,0Pp,AI Application,AI Applications,False,False,False,AIApplication,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AIApplication/{ID}'), ('describe', '/services/data/v57.0/sobjects/AIApplication/describe'), ('sobject', '/services/data/v57.0/sobjects/AIApplication')])"
1,False,,,False,False,False,False,False,False,False,False,False,False,6S9,AI Application config,AI Application configs,False,False,False,AIApplicationConfig,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AIApplicationConfig/{ID}'), ('describe', '/services/data/v57.0/sobjects/AIApplicationConfig/describe'), ('sobject', '/services/data/v57.0/sobjects/AIApplicationConfig')])"
2,False,,,False,False,False,False,False,False,False,False,False,False,9qd,AI Insight Action,AI Insight Actions,False,False,False,AIInsightAction,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AIInsightAction/{ID}'), ('describe', '/services/data/v57.0/sobjects/AIInsightAction/describe'), ('sobject', '/services/data/v57.0/sobjects/AIInsightAction')])"
3,False,,,False,False,False,False,False,False,False,False,False,False,9bq,AI Insight Feedback,AI Insight Feedbacks,False,False,False,AIInsightFeedback,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AIInsightFeedback/{ID}'), ('describe', '/services/data/v57.0/sobjects/AIInsightFeedback/describe'), ('sobject', '/services/data/v57.0/sobjects/AIInsightFeedback')])"
4,False,,,False,False,False,False,False,False,False,False,False,False,0T2,AI Insight Reason,AI Insight Reasons,False,False,False,AIInsightReason,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AIInsightReason/{ID}'), ('describe', '/services/data/v57.0/sobjects/AIInsightReason/describe'), ('sobject', '/services/data/v57.0/sobjects/AIInsightReason')])"
5,False,,,False,False,False,False,False,False,False,False,False,False,9qc,AI Insight Value,AI Insight Values,False,False,False,AIInsightValue,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AIInsightValue/{ID}'), ('describe', '/services/data/v57.0/sobjects/AIInsightValue/describe'), ('sobject', '/services/data/v57.0/sobjects/AIInsightValue')])"
6,False,,,False,False,False,False,False,False,False,False,False,False,0ae,AI Prediction Event,AI Prediction Events,False,False,False,AIPredictionEvent,False,False,False,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AIPredictionEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/AIPredictionEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/AIPredictionEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/AIPredictionEvent')])"
7,False,,,False,False,False,False,True,False,False,False,False,False,9qb,AI Record Insight,AI Record Insights,False,False,False,AIRecordInsight,True,True,True,False,True,True,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AIRecordInsight/{ID}'), ('describe', '/services/data/v57.0/sobjects/AIRecordInsight/describe'), ('sobject', '/services/data/v57.0/sobjects/AIRecordInsight')])"
8,False,,,False,False,False,False,False,False,False,False,False,False,,Accepted Event Relation,Accepted Event Relations,False,False,False,AcceptedEventRelation,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AcceptedEventRelation/{ID}'), ('describe', '/services/data/v57.0/sobjects/AcceptedEventRelation/describe'), ('sobject', '/services/data/v57.0/sobjects/AcceptedEventRelation')])"
9,False,,,True,False,False,False,True,False,True,False,False,False,001,Account,Accounts,True,True,True,Account,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/Account/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/Account/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/Account/describe/approvalLayouts'), ('listviews', '/services/data/v57.0/sobjects/Account/listviews'), ('describe', '/services/data/v57.0/sobjects/Account/describe'), ('quickActions', '/services/data/v57.0/sobjects/Account/quickActions'), ('layouts', '/services/data/v57.0/sobjects/Account/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/Account')])"
10,False,ChangeEvent,Account,False,False,False,False,False,False,False,False,False,False,,Account Change Event,Account Change Event,False,False,False,AccountChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AccountChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/AccountChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/AccountChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/AccountChangeEvent')])"
11,False,,,False,False,False,False,False,False,False,False,False,False,1CA,Account Clean Info,Account Clean Info,False,False,False,AccountCleanInfo,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AccountCleanInfo/{ID}'), ('describe', '/services/data/v57.0/sobjects/AccountCleanInfo/describe'), ('sobject', '/services/data/v57.0/sobjects/AccountCleanInfo')])"
12,False,,,True,False,False,False,True,False,False,False,False,False,02Z,Account Contact Role,Account Contact Roles,False,False,False,AccountContactRole,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AccountContactRole/{ID}'), ('describe', '/services/data/v57.0/sobjects/AccountContactRole/describe'), ('sobject', '/services/data/v57.0/sobjects/AccountContactRole')])"
13,False,ChangeEvent,AccountContactRole,False,False,False,False,False,False,False,False,False,False,,Account Contact Role Change Event,Account Contact Role Change Event,False,False,False,AccountContactRoleChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AccountContactRoleChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/AccountContactRoleChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/AccountContactRoleChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/AccountContactRoleChangeEvent')])"
14,False,Feed,Account,False,False,False,False,True,False,False,False,False,False,,Account Feed,Account Feed,False,False,False,AccountFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AccountFeed/{ID}'), ('describe', '/services/data/v57.0/sobjects/AccountFeed/describe'), ('sobject', '/services/data/v57.0/sobjects/AccountFeed')])"
15,False,History,Account,False,False,False,False,False,False,False,False,False,False,,Account History,Account History,False,False,False,AccountHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AccountHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/AccountHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/AccountHistory')])"
16,False,,,True,False,False,False,True,False,False,False,False,False,00I,Account Partner,Account Partner,True,False,False,AccountPartner,True,False,True,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/AccountPartner/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/AccountPartner/{ID}'), ('describe', '/services/data/v57.0/sobjects/AccountPartner/describe'), ('layouts', '/services/data/v57.0/sobjects/AccountPartner/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/AccountPartner')])"
17,False,Share,Account,True,False,False,False,True,False,False,False,False,False,00r,Account Share,Account Share,False,False,False,AccountShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AccountShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/AccountShare/describe'), ('sobject', '/services/data/v57.0/sobjects/AccountShare')])"
18,False,,,True,False,False,False,True,False,False,False,False,False,07g,Action Link Group Template,Action Link Group Templates,True,False,True,ActionLinkGroupTemplate,True,False,True,False,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ActionLinkGroupTemplate/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ActionLinkGroupTemplate/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActionLinkGroupTemplate/describe'), ('layouts', '/services/data/v57.0/sobjects/ActionLinkGroupTemplate/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ActionLinkGroupTemplate')])"
19,False,,,True,False,False,False,True,False,False,False,False,False,07l,Action Link Template,Action Link Templates,True,False,False,ActionLinkTemplate,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ActionLinkTemplate/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActionLinkTemplate/describe'), ('layouts', '/services/data/v57.0/sobjects/ActionLinkTemplate/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ActionLinkTemplate')])"
20,False,,,False,False,False,False,False,False,False,False,False,False,5H2,Active Feature License Metric,Active Feature License Metrics,False,False,False,ActiveFeatureLicenseMetric,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ActiveFeatureLicenseMetric/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActiveFeatureLicenseMetric/describe'), ('sobject', '/services/data/v57.0/sobjects/ActiveFeatureLicenseMetric')])"
21,False,,,False,False,False,False,False,False,False,False,False,False,5H1,Active Permission Set License Metric,Active Permission Set License Metrics,False,False,False,ActivePermSetLicenseMetric,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ActivePermSetLicenseMetric/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActivePermSetLicenseMetric/describe'), ('sobject', '/services/data/v57.0/sobjects/ActivePermSetLicenseMetric')])"
22,False,,,False,False,False,False,False,False,False,False,False,False,5H0,Active Profile Metric,Active Profile Metrics,False,False,False,ActiveProfileMetric,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ActiveProfileMetric/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActiveProfileMetric/describe'), ('sobject', '/services/data/v57.0/sobjects/ActiveProfileMetric')])"
23,False,,,False,False,False,False,True,False,False,False,False,False,2fp,Activity Field History,Activity Field Histories,False,False,False,ActivityFieldHistory,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ActivityFieldHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActivityFieldHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/ActivityFieldHistory')])"
24,False,,,False,False,False,False,False,False,False,False,False,False,,Activity History,Activity History,False,False,False,ActivityHistory,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ActivityHistory/{ID}'), ('describe', '/services/data/v57.0/sobjects/ActivityHistory/describe'), ('sobject', '/services/data/v57.0/sobjects/ActivityHistory')])"
25,False,,,True,False,False,False,True,False,False,False,False,False,04m,Additional Directory Number,Additional Directory Numbers,False,False,False,AdditionalNumber,True,True,True,False,False,True,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AdditionalNumber/{ID}'), ('describe', '/services/data/v57.0/sobjects/AdditionalNumber/describe'), ('sobject', '/services/data/v57.0/sobjects/AdditionalNumber')])"
26,False,ChangeEvent,Agent__c,False,False,False,False,False,False,False,False,False,False,,Change Event: Agent,Change Event: Agent,False,False,False,Agent__ChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Agent__ChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/Agent__ChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/Agent__ChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/Agent__ChangeEvent')])"
27,False,Share,Agent__c,True,False,False,False,True,False,False,False,False,False,,Share: Agent,Share: Agent,False,False,False,Agent__Share,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Agent__Share/{ID}'), ('describe', '/services/data/v57.0/sobjects/Agent__Share/describe'), ('sobject', '/services/data/v57.0/sobjects/Agent__Share')])"
28,False,,,True,True,False,False,True,False,False,False,False,False,a05,Agent,Agents,True,False,False,Agent__c,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/Agent__c/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/Agent__c/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/Agent__c/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/Agent__c/describe'), ('quickActions', '/services/data/v57.0/sobjects/Agent__c/quickActions'), ('layouts', '/services/data/v57.0/sobjects/Agent__c/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/Agent__c')])"
29,False,,,False,False,False,False,False,False,False,False,False,False,,Aggregate Result,Aggregate Result,False,False,False,AggregateResult,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AggregateResult/{ID}'), ('describe', '/services/data/v57.0/sobjects/AggregateResult/describe'), ('sobject', '/services/data/v57.0/sobjects/AggregateResult')])"
30,False,,,True,False,False,False,True,False,False,False,False,False,8Z7,Alternative Payment Method,Alternative Payment Methods,True,False,True,AlternativePaymentMethod,True,True,True,False,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/AlternativePaymentMethod/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/AlternativePaymentMethod/{ID}'), ('describe', '/services/data/v57.0/sobjects/AlternativePaymentMethod/describe'), ('quickActions', '/services/data/v57.0/sobjects/AlternativePaymentMethod/quickActions'), ('layouts', '/services/data/v57.0/sobjects/AlternativePaymentMethod/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/AlternativePaymentMethod')])"
31,False,Share,AlternativePaymentMethod,True,False,False,False,True,False,False,False,False,False,,Alternative Payment Method Share,Alternative Payment Method Share,False,False,False,AlternativePaymentMethodShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AlternativePaymentMethodShare/{ID}'), ('describe', '/services/data/v57.0/sobjects/AlternativePaymentMethodShare/describe'), ('sobject', '/services/data/v57.0/sobjects/AlternativePaymentMethodShare')])"
32,False,,,True,False,False,False,True,False,False,False,False,False,0Bt,Announcement,Announcements,False,False,False,Announcement,True,True,True,False,False,True,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Announcement/{ID}'), ('describe', '/services/data/v57.0/sobjects/Announcement/describe'), ('sobject', '/services/data/v57.0/sobjects/Announcement')])"
33,False,,,True,False,False,False,True,False,False,False,False,False,01p,Apex Class,Apex Classes,True,False,True,ApexClass,True,True,True,True,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ApexClass/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ApexClass/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexClass/describe'), ('layouts', '/services/data/v57.0/sobjects/ApexClass/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ApexClass')])"
34,False,,,True,False,False,False,True,False,False,False,False,False,099,Visualforce Component,Visualforce Components,False,False,True,ApexComponent,True,True,True,True,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexComponent/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexComponent/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexComponent')])"
35,False,,,True,False,False,False,True,False,False,False,False,False,06j,Apex Email Notification,Apex Email Notifications,False,False,False,ApexEmailNotification,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexEmailNotification/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexEmailNotification/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexEmailNotification')])"
36,False,,,False,False,False,False,True,False,False,False,False,False,07L,Apex Debug Log,Apex Debug Log,False,False,False,ApexLog,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexLog/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexLog/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexLog')])"
37,False,,,True,False,False,False,True,False,False,False,False,False,066,Visualforce Page,Visualforce Pages,False,False,True,ApexPage,True,True,True,True,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexPage/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexPage/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexPage')])"
38,False,,,False,False,False,False,False,False,False,False,False,False,4ve,Apex Page Info,Apex Pages Info,False,False,False,ApexPageInfo,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexPageInfo/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexPageInfo/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexPageInfo')])"
39,False,,,True,False,False,False,False,False,False,False,False,False,709,Apex Test Queue Item,Apex Test Queue Items,False,False,False,ApexTestQueueItem,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexTestQueueItem/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexTestQueueItem/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexTestQueueItem')])"
40,False,,,True,False,False,False,True,False,False,False,False,False,07M,Apex Test Result,Apex Test Results,False,False,False,ApexTestResult,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexTestResult/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexTestResult/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexTestResult')])"
41,False,,,True,False,False,False,True,False,False,False,False,False,05n,Apex Test Result Limit,Apex Test Result Limit,False,False,False,ApexTestResultLimits,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexTestResultLimits/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexTestResultLimits/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexTestResultLimits')])"
42,False,,,True,False,False,False,True,False,False,False,False,False,05m,Apex Test Run Result,Apex Test Run Result,False,False,False,ApexTestRunResult,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexTestRunResult/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexTestRunResult/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexTestRunResult')])"
43,False,,,True,False,False,False,True,False,False,False,False,False,05F,Apex Test Suite,Apex Test Suites,False,False,False,ApexTestSuite,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexTestSuite/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexTestSuite/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexTestSuite')])"
44,False,,,True,False,False,False,True,False,False,False,False,False,01q,Apex Trigger,Apex Triggers,False,False,True,ApexTrigger,True,True,True,True,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexTrigger/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexTrigger/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexTrigger')])"
45,False,,,False,False,False,False,False,False,False,False,False,False,0kt,Apex Type Implementor,Apex Type Implementors,False,False,False,ApexTypeImplementor,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApexTypeImplementor/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApexTypeImplementor/describe'), ('sobject', '/services/data/v57.0/sobjects/ApexTypeImplementor')])"
46,False,,,False,False,False,False,False,False,False,False,False,False,0j5,API Anomaly Event,API Anomaly Events,False,False,False,ApiAnomalyEvent,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApiAnomalyEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/ApiAnomalyEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/ApiAnomalyEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/ApiAnomalyEvent')])"
47,False,,,False,False,False,False,False,False,False,False,False,False,0j6,API Anomaly Event Store,API Anomaly Event Stores,True,False,True,ApiAnomalyEventStore,True,True,False,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/ApiAnomalyEventStore/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/ApiAnomalyEventStore/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApiAnomalyEventStore/describe'), ('quickActions', '/services/data/v57.0/sobjects/ApiAnomalyEventStore/quickActions'), ('layouts', '/services/data/v57.0/sobjects/ApiAnomalyEventStore/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/ApiAnomalyEventStore')])"
48,False,Feed,ApiAnomalyEventStore,False,False,False,False,True,False,False,False,False,False,,API Anomaly Event Store Feed,API Anomaly Event Store Feed,False,False,False,ApiAnomalyEventStoreFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApiAnomalyEventStoreFeed/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApiAnomalyEventStoreFeed/describe'), ('sobject', '/services/data/v57.0/sobjects/ApiAnomalyEventStoreFeed')])"
49,False,,,False,False,False,False,False,False,False,False,False,False,07t,API Event,API Events,False,False,False,ApiEvent,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApiEvent/{ID}'), ('describe', '/services/data/v57.0/sobjects/ApiEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/ApiEvent')])"
50,False,,,False,False,False,False,False,False,False,False,False,False,0QI,API Event Stream,API Event Streams,False,False,False,ApiEventStream,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/ApiEventStream/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/ApiEventStream/eventSchema'), ('describe', '/services/data/v57.0/sobjects/ApiEventStream/describe'), ('sobject', '/services/data/v57.0/sobjects/ApiEventStream')])"
51,False,,,True,False,False,False,True,False,False,False,False,False,0XI,App Analytics Query Request,App Analytics Query Requests,False,False,True,AppAnalyticsQueryRequest,True,True,True,False,True,True,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AppAnalyticsQueryRequest/{ID}'), ('describe', '/services/data/v57.0/sobjects/AppAnalyticsQueryRequest/describe'), ('sobject', '/services/data/v57.0/sobjects/AppAnalyticsQueryRequest')])"
52,False,,,False,False,False,False,False,False,False,False,False,False,06m,App Definition,App Definitions,False,False,False,AppDefinition,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AppDefinition/{ID}'), ('describe', '/services/data/v57.0/sobjects/AppDefinition/describe'), ('sobject', '/services/data/v57.0/sobjects/AppDefinition')])"
53,False,,,False,False,False,False,True,False,False,False,False,False,0DS,AppMenuItem,AppMenuItems,False,False,False,AppMenuItem,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AppMenuItem/{ID}'), ('describe', '/services/data/v57.0/sobjects/AppMenuItem/describe'), ('sobject', '/services/data/v57.0/sobjects/AppMenuItem')])"
54,False,,,False,False,False,False,False,False,False,False,False,False,06o,App Tab Member,App Tab Members,False,False,False,AppTabMember,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/AppTabMember/{ID}'), ('describe', '/services/data/v57.0/sobjects/AppTabMember/describe'), ('sobject', '/services/data/v57.0/sobjects/AppTabMember')])"
55,False,,,True,False,False,False,True,False,False,False,False,False,0j8,Application Usage Assignment,Application Usage Assignments,True,False,False,AppUsageAssignment,True,True,True,False,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/AppUsageAssignment/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/AppUsageAssignment/{ID}'), ('describe', '/services/data/v57.0/sobjects/AppUsageAssignment/describe'), ('layouts', '/services/data/v57.0/sobjects/AppUsageAssignment/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/AppUsageAssignment')])"
56,False,ChangeEvent,Appraisal__c,False,False,False,False,False,False,False,False,False,False,,Change Event: Appraisal,Change Event: Appraisal,False,False,False,Appraisal__ChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Appraisal__ChangeEvent/{ID}'), ('eventSchema', '/services/data/v57.0/sobjects/Appraisal__ChangeEvent/eventSchema'), ('describe', '/services/data/v57.0/sobjects/Appraisal__ChangeEvent/describe'), ('sobject', '/services/data/v57.0/sobjects/Appraisal__ChangeEvent')])"
57,False,History,Appraisal__c,False,False,False,False,False,False,False,False,False,False,,History: Appraisal,History: Appraisal,False,False,False,Appraisal__History,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Appraisal__History/{ID}'), ('describe', '/services/data/v57.0/sobjects/Appraisal__History/describe'), ('sobject', '/services/data/v57.0/sobjects/Appraisal__History')])"
58,False,Share,Appraisal__c,True,False,False,False,True,False,False,False,False,False,,Share: Appraisal,Share: Appraisal,False,False,False,Appraisal__Share,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v57.0/sobjects/Appraisal__Share/{ID}'), ('describe', '/services/data/v57.0/sobjects/Appraisal__Share/describe'), ('sobject', '/services/data/v57.0/sobjects/Appraisal__Share')])"
59,False,,,True,True,False,False,True,False,False,False,False,False,a06,Appraisal,Appraisals,True,False,True,Appraisal__c,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/Appraisal__c/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/Appraisal__c/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/Appraisal__c/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/Appraisal__c/describe'), ('quickActions', '/services/data/v57.0/sobjects/Appraisal__c/quickActions'), ('layouts', '/services/data/v57.0/sobjects/Appraisal__c/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/Appraisal__c')])"
60,False,,,True,False,False,False,True,False,False,False,False,False,02i,Asset,Assets,True,False,True,Asset,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/Asset/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/Asset/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/Asset/describe/approvalLayouts'), ('listviews', '/services/data/v57.0/sobjects/Asset/listviews'), ('describe', '/services/data/v57.0/sobjects/Asset/describe'), ('quickActions', '/services/data/v57.0/sobjects/Asset/quickActions'), ('layouts', '/services/data/v57.0/sobjects/Asset/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/Asset')])"
61,False,,,False,False,False,False,False,False,False,False,False,False,4nL,Asset Action,Asset Actions,True,False,False,AssetAction,True,True,True,True,True,False,False,"OrderedDict([('compactLayouts', '/services/data/v57.0/sobjects/AssetAction/describe/compactLayouts'), ('rowTemplate', '/services/data/v57.0/sobjects/AssetAction/{ID}'), ('approvalLayouts', '/services/data/v57.0/sobjects/AssetAction/describe/approvalLayouts'), ('describe', '/services/data/v57.0/sobjects/AssetAction/describe'), ('layouts', '/services/data/v57.0/sobjects/AssetAction/describe/layouts'), ('sobject', '/services/data/v57.0/sobjects/AssetAction')])"
